20127003,8,6,10,8
20127010,10,7,6.5,7.83
20127015,8,6,8,7.33
20127067,8.6,8.5,6.5,7.87
20127082,4,9,5.5,6.17
20127084,7,8,5,6.67
20127095,8.5,8.5,8.5,8.5
20127130,9,8.25,7,8.08
20127133,7,6.5,5,6.17
20127141,9,8.25,5,7.42
20127175,7,6.5,8,7.17
20127190,6,8.5,8.5,7.67
20127195,5.5,7,8.25,6.92
20127198,8,7,6.5,7.17
20127214,8.5,6,8.5,7.67
20127224,6.5,5.5,7,6.33
20127228,7.5,9,8,8.17
20127233,6,8.5,5,6.5
20127242,8.5,9,5,7.5
20127245,8.5,5,7.5,7
20127257,9,8.5,6.5,8
20127278,9,7,8,8
20127311,6.5,8.5,8.5,7.83
20127312,8,6,8,7.33
20127321,8.5,8.5,8.5,8.5
20127336,9,8.5,8.25,8.58
20127362,9,6.5,6.5,7.33
20127384,8.5,7.5,8.5,8.17
20127443,6,6,7,6.33
20127459,6,8.5,8,7.5
20127480,5.5,8.5,8,7.33
20127483,5,6,5,5.33
20127491,9,6,7,7.33
20127493,5,7.5,7.5,6.67
20127516,5,8,8,7
20127522,7.5,7.5,6,7
20127531,6.5,8.5,8,7.67
20127551,8,5.5,7,6.83
20127612,8.5,5,8.5,7.33
20127613,9,8.5,9,8.83
20127617,9,7.5,5,7.17
20127622,8.5,8,8.5,8.33
20127638,8.5,6,7,7.17
20127639,7.5,8.5,5,7
20127647,6.5,6,5,5.83
20127656,8,7,8,7.67
20127665,8.5,8.5,8.5,8.5
