20127003,7,5,8.5,6.83
20127010,9,8,8.5,8.5
20127015,9,8.5,8.5,8.67
20127067,7.5,8.25,9.5,8.42
20127082,8,6.5,7,7.17
20127084,7,8.5,8.5,8
20127095,8.5,6.25,8.5,7.75
20127130,8.5,6.5,7,7.33
20127133,8.5,5.75,7,7.08
20127141,9.5,8.25,8.5,8.75
20127175,7,6.5,9,7.5
20127190,8.5,5.5,7,7
20127195,8.25,9,8.5,8.58
20127198,6.5,5,7.5,6.33
20127214,8.5,8.5,8,8.33
20127224,8,7,7,7.33
20127228,7.6,5,8.5,7.03
20127233,9,8.5,9,8.83
20127242,5,7.5,5,5.83
20127245,8.5,8,8.5,8.33
20127257,7,7,7,7
20127278,5,8.5,5,6.17
20127311,8,7,5,6.67
20127312,9,9,8,8.67
20127321,6,9,8.5,7.83
20127336,7.5,7.5,8.25,7.75
20127362,6.5,8,6.5,7
20127384,8,7,8.5,7.83
20127443,8.5,5.5,8.5,7.5
20127459,7,6.5,5.5,6.33
20127480,9,6.25,6.5,7.25
20127483,9,6.5,6.25,7.25
20127491,10,5.75,6.5,7.42
20127493,6,8.25,5.75,6.67
20127516,5.75,5.5,8.25,6.5
20127522,8.25,9,6.5,7.92
20127531,6.5,5,5.5,5.67
20127551,8.5,5,5,6.17
20127612,7,7.5,8,7.5
20127613,7,6.5,8,7.17
20127617,8.5,8,8.5,8.33
20127622,9,8.5,5.5,7.67
20127638,7,7,6.5,6.83
20127639,8.5,9,6.25,7.92
20127647,7.5,9,6.5,7.67
20127656,8,10,5.75,7.92
20127665,7,6,8.25,7.08
