20127003,4,6,6,5.33
20127010,8.6,8,6.5,7.7
20127015,4,7.6,8,6.53
20127067,8,7.5,6.5,7.33
20127082,6,8,5.5,6.5
20127084,5,8,6,6.33
20127095,7.5,9,5,7.17
20127130,6,5,8.5,6.5
20127133,8.5,8.5,7,8
20127141,8.5,7,5,6.83
20127175,6,4,5,5
20127190,9,5,5.5,6.5
20127195,5,8.5,7.5,7
20127198,8.5,7,8,7.83
20127214,7,5,7,6.33
20127224,6.5,6,5,5.83
20127228,7.5,7,8.5,7.67
20127233,6,8.5,9,7.83
20127242,8.5,9,5,7.5
20127245,8.5,5,8.5,7.33
20127257,9,8.5,7,8.17
20127278,9,7,5,7
20127311,6.5,5,5,5.5
20127312,8.5,7,8,7.83
20127321,9,6.5,8.5,8
20127336,6,5.5,8.25,6.58
20127362,5,6,6.5,5.83
20127384,7.5,9,8.5,8.33
20127443,6.5,6.5,7,6.67
20127459,8,5.75,8,7.25
20127480,8.5,8.25,8,8.25
20127483,6,6.5,5,5.83
20127491,9,5.5,7,7.17
20127493,8.5,7.5,7.5,7.83
20127516,8.5,8,8,8.17
20127522,6,7.5,6,6.5
20127531,9,6.5,8.5,8
20127551,7,8,6,7
20127612,9.5,8.5,8.5,8.83
20127613,9,9,8.5,8.83
20127617,7,9,6.5,7.5
20127622,8.5,8.5,7.5,8.17
20127638,8.5,6,6,6.83
20127639,7.5,6,8.5,7.33
20127647,6.5,5.5,8.5,6.83
20127656,8,5,6,6.33
20127665,8.5,9,6,7.83
