20127007,5.5,5,9.5,6.67
20127021,6.25,6.25,9.25,7.25
20127032,5.25,7,8,6.75
20127047,6,7.75,6.5,6.75
20127053,9.25,5.5,7.25,7.33
20127098,9,8.5,6.25,7.92
20127102,8.25,6.5,9.5,8.08
20127119,9.5,7.25,9,8.58
20127120,6.25,8.25,6.25,6.92
20127131,5.5,8.75,8.5,7.58
20127157,7.5,7.5,6.25,7.08
20127158,9.5,6.25,5.5,7.08
20127186,5.5,5.5,7.25,6.08
20127194,6,8.25,5.75,6.67
20127199,6.25,5.5,6.25,6
20127211,7,7.5,6.5,7
20127244,5.25,8.25,5.25,6.25
20127256,5.5,5.25,7,5.92
20127282,9,9.5,6.5,8.33
20127309,7,6.5,7.25,6.92
20127338,5.5,7.25,7.5,6.75
20127364,8.5,5,6.75,6.75
20127386,8,6.25,7,7.08
20127395,8.5,6,8.25,7.58
20127412,6,5.5,7.5,6.33
20127432,5.5,6.5,9,7
20127435,6.5,5.5,5.25,5.75
20127439,5.75,6,5.25,5.67
20127444,8,6.5,5.25,6.58
20127448,9,5.5,9.5,8
20127453,9.5,6.75,9.25,8.5
20127482,5.25,9,9.5,7.92
20127486,8,9.5,7,8.17
20127506,5,9.5,7.5,7.33
20127538,9.25,10,6.5,8.58
20127549,5.5,7.25,9,7.25
20127558,9.5,9.5,5,8
20127586,9,9.5,5,7.83
20127591,6.75,7.5,9.5,7.92
20127598,5.5,8,8.25,7.25
20127601,7.5,9.75,9.5,8.92
20127605,7.25,7.25,6.25,6.92
20127606,9,7,5.75,7.25
20127629,6.25,5.5,9.5,7.08
20127631,8,5.75,9.75,7.83
20127646,8.5,9.25,8,8.58
20127661,8,8.5,8.25,8.25
20120337,8.25,6.25,8.25,7.58
