20127007,9.5,9.75,7.75,9
20127021,8.25,6,7,7.08
20127032,6,8.75,5.25,6.67
20127047,9,7.25,5.5,7.25
20127053,5.25,9,7.5,7.25
20127098,8.5,7,9.5,8.33
20127102,6,7.25,5.75,6.33
20127119,8,9.75,7.5,8.42
20127120,6.25,9.5,7,7.58
20127131,8,7.5,8.25,7.92
20127157,8.5,6.25,5.5,6.75
20127158,7,6.75,8.75,7.5
20127186,5.5,5.5,7.5,6.17
20127194,9,8.75,7.75,8.5
20127199,6,9,8.25,7.75
20127211,7.5,5.5,5,6
20127244,6,7,9.75,7.58
20127256,7.75,7.75,7.25,7.58
20127282,7,6.25,9,7.42
20127309,5.5,7.5,8.75,7.25
20127338,7.75,6.75,8,7.5
20127364,5,7.5,5,5.83
20127386,8,6,5.5,6.5
20127395,9,9.5,7.75,8.75
20127412,9.75,5.25,8,7.67
20127432,8.5,7.5,5.75,7.25
20127435,5,9,8,7.33
20127439,8.5,8.5,6,7.67
20127444,9.75,5.75,5.25,6.92
20127448,7,9.25,5.5,7.25
20127453,6.75,7.5,8.25,7.5
20127482,7,9.25,9,8.42
20127486,6.5,5.75,5.75,6
20127506,8.75,7.5,5.5,7.25
20127538,8.75,6.75,7,7.5
20127549,7.5,7.25,9.5,8.08
20127558,8.25,6,9.75,8
20127586,9.25,5,9.5,7.92
20127591,6.5,5.25,5.25,5.67
20127598,7.25,9.25,5.25,7.25
20127601,9,8.5,8.25,8.58
20127605,5.5,5.75,7.25,6.17
20127606,7,9.25,6.5,7.58
20127629,6.25,9.75,9.25,8.42
20127631,9.5,5.5,7,7.33
20127646,8,6.75,8.25,7.67
20127661,6,6,5.5,5.83
20120337,9,8.25,7,8.08
