20127007,6.25,6.75,7.5,6.83
20127021,5.75,5,7.5,6.08
20127032,8.75,9.25,5.5,7.83
20127047,5.75,8,8,7.25
20127053,8,5.75,6,6.58
20127098,9,9.5,5.25,7.92
20127102,7.75,6.25,6.75,6.92
20127119,5.25,8,6.5,6.58
20127120,7,7,8.75,7.58
20127131,6.25,8.5,8.5,7.75
20127157,6.5,9.5,8,8
20127158,6.75,7,9.5,7.75
20127186,6.5,5.5,9,7
20127194,5,9.25,5.5,6.58
20127199,6,5.25,9.5,6.92
20127211,7.25,7.75,8.5,7.83
20127244,5.75,5.5,8,6.42
20127256,7.75,5,9.5,7.42
20127282,9,8,8.5,8.5
20127309,8.25,5,8.5,7.25
20127338,7.5,5.75,5.25,6.17
20127364,6.25,5.5,7.5,6.42
20127386,5,5.5,7.25,5.92
20127395,7,5.5,8.75,7.08
20127412,7.5,5,9.75,7.42
20127432,5,6.5,5.75,5.75
20127435,6,6.25,6.25,6.17
20127439,9.5,8,9.25,8.92
20127444,7.5,9.5,7,8
20127448,9.25,9,9.25,9.17
20127453,9.5,5.25,9.25,8
20127482,8.5,8,5,7.17
20127486,5.5,5.5,6,5.67
20127506,8.25,5.5,9,7.58
20127538,6.75,8,5.25,6.67
20127549,5.5,8.5,6.5,6.83
20127558,8.25,5.75,6.75,6.92
20127586,5.75,7,7.75,6.83
20127591,7.5,6.25,6.25,6.67
20127598,8.25,5.5,5.25,6.33
20127601,8.5,9,6,7.83
20127605,8.25,9.25,7.75,8.42
20127606,6.25,7.25,7,6.83
20127629,8.75,6,5.25,6.67
20127631,5.75,7.25,6.75,6.58
20127646,5.5,5.25,7.75,6.17
20127661,8,6.5,5.25,6.58
20120337,5,5.25,9,6.42
